,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR-FUEL USE - 2010  1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVEMBER 2011,,,,,,,                      (THOUSANDS OF GALLONS),,,,,,,,,,TABLE MF-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COMBINED  GASOLINE AND GASOHOL,,,,,,,,,,,SPECIAL FUEL,SUMMARY OF TOTAL USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee," 3,090,857 "," 3,287 "," 53,105 "," 56,392 "," 3,147,249 "," 64,625 "," 2,289 "," 66,914 "," 3,214,163 ",  -," 3,214,163 "," 892,254 "," 4,039,503 ",3.7 ,," 66,914 "," 4,106,417 ",," 3,896,060 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas ," 11,834,218 "," 12,334 "," 153,634 "," 165,968 "," 12,000,186 "," 324,847 "," 8,010 "," 332,857 "," 12,333,043 ",  -," 12,333,043 "," 3,926,486 "," 15,926,672 ",2.4 ,," 332,857 "," 16,259,529 ",," 15,557,703 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah," 991,217 "," 1,114 "," 19,861 "," 20,975 "," 1,012,192 "," 26,703 "," 1,035 "," 27,738 "," 1,039,930 ",  -," 1,039,930 "," 412,612 "," 1,424,804 ",(0.6),," 27,738 "," 1,452,542 ",," 1,433,635 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont," 315,373 ", 339 ," 5,557 "," 5,896 "," 321,269 "," 8,275 ", 290 ," 8,565 "," 329,834 "," 2,137 "," 331,971 "," 59,164 "," 380,433 ",0.9 ,," 8,565 "," 388,998 ",," 377,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia," 3,911,379 "," 4,079 "," 50,821 "," 54,900 "," 3,966,279 "," 73,101 "," 2,650 "," 75,751 "," 4,042,030 ",  -," 4,042,030 "," 1,001,112 "," 4,967,391 ",3.3 ,," 75,751 "," 5,043,142 ",," 4,810,860 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington," 2,519,379 "," 2,909 "," 69,460 "," 72,369 "," 2,591,748 "," 86,204 "," 1,927 "," 88,131 "," 2,679,879 "," 26,561 "," 2,706,440 "," 629,631 "," 3,221,379 ",0.2 ,," 88,131 "," 3,309,510 ",," 3,213,666 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia," 826,999 ", 873 ," 16,037 "," 16,910 "," 843,909 "," 13,244 ", 836 ," 14,080 "," 857,989 ",  -," 857,989 "," 288,596 "," 1,132,505 ",4.1 ,," 14,080 "," 1,146,585 ",," 1,087,591 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin," 2,457,542 "," 2,528 "," 44,032 "," 46,560 "," 2,504,102 "," 77,450 "," 2,296 "," 79,746 "," 2,583,848 ",  -," 2,583,848 "," 715,342 "," 3,219,444 ",3.5 ,," 79,746 "," 3,299,190 ",," 3,110,217 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming," 325,071 ", 384 ," 6,380 "," 6,764 "," 331,835 "," 26,885 ", 333 ," 27,218 "," 359,053 ", 134 ," 359,187 "," 348,429 "," 680,264 ",4.4 ,," 27,218 "," 707,482 ",," 651,473 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Total," 131,489,337 "," 141,437 "," 2,094,488 "," 2,235,925 "," 133,725,262 "," 3,877,429 "," 103,255 "," 3,980,684 "," 137,705,946 "," 36,405 "," 137,742,351 "," 36,685,289 "," 170,410,551 ",1.3 ,," 3,980,684 "," 174,391,235 ",," 168,219,838 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percentage of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Total Use, 75.4 , 0.1 , 1.2 , 1.3 , 76.7 , 2.2 , 0.1 , 2.3 , 79.0 , 0.0 , 79.0 , 21.0 , 97.7 ,0.0 ,, 2.3 , 100.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"       1/  This table is one of a series giving an analysis of motor-fuel consumption, based on reports from State motor-fuel tax",,,,,,,,,"       2/  Losses by destruction, where reported separately, are included in this column.  All other losses are considered part of a ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"agencies.  Gasohol is included with gasoline.  In order to make the data uniform and complete, public use and nonhighway use",,,,,,,,,State's attribution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
were estimated by the Federal Highway Administration.  These estimates may not be comparable to data for prior years due to,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revised estimation procedures.  The resulting volumes differ in many cases from the unadjusted data reported in table MF-2.  For,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"some States, data are not comparable to prior years due to changes in data analysis and/or improvements in reporting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
procedures.  All data are subject to review and revision.,,,,,,,,,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Losses above in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,this column are ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,linked to the MF 20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,for 1% losses only ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,for attribution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,purposes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
